id,presupuesto,tipo
1361,361139,redes sociales
1362,385197,marcha
1363,269518,redes sociales
1364,445763,redes sociales
1365,41150,redes sociales
1366,429244,redes sociales
1367,793755,marcha
1368,42117,marcha
1369,607803,redes sociales
1370,988744,marcha
1371,94869,redes sociales
1372,697691,redes sociales
1373,639741,marcha
1374,537207,redes sociales
1375,360285,redes sociales
1376,782447,marcha
1377,567525,redes sociales
1378,408224,marcha
1379,28660,redes sociales
1380,249110,redes sociales
1381,434648,marcha
1382,64546,redes sociales
1383,340875,redes sociales
1384,456439,marcha
1385,114900,redes sociales
1386,262802,redes sociales
1387,256809,marcha
1388,694020,redes sociales
1389,924464,redes sociales
1390,133327,marcha
1391,811892,marcha
1392,232197,redes sociales
1393,787600,marcha
1394,866033,marcha
1395,146249,redes sociales
1396,708566,redes sociales
1397,985883,redes sociales
1398,909537,redes sociales
1399,597913,marcha
1400,393911,marcha
1401,982038,redes sociales
1402,178094,marcha
1403,583411,redes sociales
1404,29361,marcha
1405,845114,marcha
1406,627780,marcha
1407,635436,marcha
1408,20330,redes sociales
1409,101054,redes sociales
1410,958213,redes sociales
1411,897800,marcha
1412,840258,marcha
1413,15841,redes sociales
1414,520004,marcha
1415,188167,marcha
1416,621336,marcha
1417,255975,redes sociales
1418,848122,marcha
1419,424276,marcha
1420,824364,redes sociales
1421,108523,redes sociales
1422,340375,marcha
1423,203747,redes sociales
1424,595020,redes sociales
1425,34042,redes sociales
1426,774945,marcha
1427,956164,marcha
1428,397555,marcha
1429,62921,redes sociales
1430,462913,redes sociales
1431,388663,redes sociales
1432,70849,marcha
1433,756083,redes sociales
1434,497969,marcha
1435,820798,redes sociales
1436,398165,marcha
1437,713902,marcha
1438,813479,marcha
1439,952967,marcha
1440,275128,redes sociales
1441,202285,redes sociales
1442,894745,marcha
1443,39539,marcha
1444,432145,marcha
1445,520595,marcha
1446,560590,redes sociales
1447,363471,redes sociales
1448,213085,marcha
1449,303820,marcha
1450,155542,marcha
1451,21432,marcha
1452,619220,marcha
1453,826129,redes sociales
1454,684167,redes sociales
1455,645689,marcha
1456,806825,redes sociales
1457,346649,redes sociales
1458,778172,marcha
1459,796339,redes sociales
1460,528654,redes sociales
1461,609598,redes sociales
1462,123456,redes sociales
1463,523145,marcha
1464,235982,marcha
1465,551008,redes sociales
1466,815988,redes sociales
1467,60848,marcha
1468,433039,marcha
1469,177952,redes sociales
1470,398680,redes sociales
1471,376439,marcha
1472,940006,redes sociales
1473,555504,redes sociales
1474,630853,marcha
1475,187900,redes sociales
1476,610493,marcha
1477,389981,redes sociales
1478,887500,redes sociales
1479,917749,redes sociales
1480,335018,redes sociales
1481,223800,redes sociales
1482,972593,marcha
1483,42576,redes sociales
1484,533583,redes sociales
1485,64398,redes sociales
1486,510351,redes sociales
1487,522527,marcha
1488,485698,marcha
1489,907877,redes sociales
1490,310146,redes sociales
1491,591943,marcha
1492,390775,redes sociales
1493,691275,marcha
1494,523319,marcha
1495,337469,marcha
1496,561718,redes sociales
1497,679639,marcha
1498,47589,marcha
1499,652361,redes sociales
1500,102467,redes sociales
1501,828207,redes sociales
1502,97125,redes sociales
1503,546308,marcha
1504,618247,redes sociales
1505,874866,marcha
1506,537572,marcha
1507,882236,redes sociales
1508,918496,redes sociales
1509,969255,marcha
1510,922703,redes sociales
1511,361782,redes sociales
1512,311400,redes sociales
1513,7017,marcha
1514,120317,marcha
1515,657313,redes sociales
1516,381036,marcha
1517,99525,redes sociales
1518,866921,redes sociales
1519,34090,marcha
1520,543727,marcha
1521,216448,redes sociales
1522,886590,marcha
1523,769380,marcha
1524,693170,marcha
1525,582405,marcha
1526,320839,marcha
1527,464481,redes sociales
1528,226631,redes sociales
1529,368669,marcha
1530,885112,marcha
1531,624055,redes sociales
1532,854028,redes sociales
1533,924150,redes sociales
1534,211084,redes sociales
1535,108523,redes sociales
1536,394123,marcha
1537,841648,marcha
1538,687775,marcha
1539,865620,marcha
1540,229066,marcha
1541,115780,redes sociales
1542,630192,redes sociales
1543,906029,marcha
1544,512664,marcha
1545,418250,marcha
1546,548071,marcha
1547,593039,redes sociales
1548,420736,redes sociales
1549,871538,redes sociales
1550,960774,redes sociales
1551,374353,marcha
1552,612052,redes sociales
1553,394137,marcha
1554,225536,redes sociales
1555,522053,marcha
1556,791204,redes sociales
1557,755090,redes sociales
1558,595126,marcha
1559,287044,marcha
1560,867793,marcha
1561,511961,redes sociales
1562,249605,marcha
1563,152421,redes sociales
1564,977298,marcha
1565,993904,marcha
1566,200842,marcha
1567,517715,marcha
1568,563998,marcha
1569,835229,redes sociales
1570,856736,marcha
1571,3514,redes sociales
1572,518082,redes sociales
1573,832158,marcha
1574,603456,redes sociales
1575,411447,redes sociales
1576,735552,redes sociales
1577,576960,redes sociales
1578,735325,redes sociales
1579,146349,redes sociales
1580,951911,marcha
1581,875050,redes sociales
1582,202171,marcha
1583,413075,redes sociales
1584,287120,redes sociales
1585,386402,marcha
1586,473047,redes sociales
1587,690836,redes sociales
1588,804134,marcha
1589,105036,redes sociales
1590,903759,marcha
1591,776959,marcha
1592,384662,marcha
1593,780172,redes sociales
1594,961068,marcha
1595,252579,redes sociales
1596,200145,redes sociales
1597,877899,redes sociales
1598,86676,redes sociales
1599,420464,marcha
1600,257378,marcha
1601,839304,marcha
1602,446258,redes sociales
1603,885550,redes sociales
1604,838145,redes sociales
1605,320451,redes sociales
1606,931212,marcha
1607,133557,redes sociales
1608,320867,marcha
1609,525705,redes sociales
1610,103549,redes sociales
1611,977853,marcha
1612,113792,marcha
1613,982711,marcha
1614,867313,redes sociales
1615,505234,redes sociales
1616,286176,redes sociales
1617,555857,redes sociales
1618,600188,redes sociales
1619,999195,marcha
1620,469254,marcha
1621,611842,redes sociales
1622,866800,redes sociales
1623,808196,redes sociales
1624,155657,redes sociales
1625,835776,redes sociales
1626,994240,marcha
1627,598801,marcha
1628,437542,redes sociales
1629,63236,marcha
1630,752066,redes sociales
1631,901450,marcha
1632,694361,redes sociales
1633,175798,redes sociales
1634,634941,marcha
1635,352656,marcha
1636,394211,redes sociales
1637,103804,redes sociales
1638,884838,redes sociales
1639,663245,marcha
1640,440703,marcha
1641,78241,marcha
1642,375688,marcha
1643,824134,marcha
1644,511890,marcha
1645,243930,marcha
1646,167961,marcha
1647,913576,marcha
1648,718899,redes sociales
1649,615508,redes sociales
1650,584510,redes sociales
1651,422632,marcha
1652,637200,marcha
1653,196640,marcha
1654,62991,marcha
1655,784750,marcha
1656,414986,redes sociales
1657,386298,marcha
1658,581060,redes sociales
1659,744899,marcha
1660,564410,redes sociales
1661,378187,redes sociales
1662,147992,redes sociales
1663,139677,marcha
1664,353176,marcha
1665,966847,redes sociales
1666,513893,redes sociales
1667,61447,redes sociales
1668,411504,marcha
1669,842419,marcha
1670,682663,marcha
1671,183436,marcha
1672,599068,marcha
1673,845866,marcha
1674,187962,marcha
1675,849616,marcha
1676,826648,marcha
1677,608153,marcha
1678,703785,redes sociales
1679,24645,redes sociales
1680,892865,marcha
1681,234733,redes sociales
1682,662692,marcha
1683,13263,redes sociales
1684,973403,marcha
1685,880762,redes sociales
1686,134024,marcha
1687,598975,redes sociales
1688,980744,marcha
1689,365295,redes sociales
1690,251498,marcha
1691,999268,redes sociales
1692,79087,redes sociales
1693,457779,marcha
1694,947420,marcha
1695,59562,marcha
1696,227908,redes sociales
1697,720145,marcha
1698,563873,redes sociales
1699,897775,redes sociales
1700,411804,redes sociales
1701,409981,redes sociales
1702,498184,marcha
1703,206277,marcha
1704,901995,marcha
1705,888475,redes sociales
1706,116678,redes sociales
1707,342341,marcha
1708,912623,marcha
1709,820889,redes sociales
1710,905271,marcha
1711,235439,marcha
1712,787160,redes sociales
1713,9157,marcha
1714,271582,marcha
1715,288784,marcha
1716,47690,redes sociales
1717,295455,marcha
1718,519624,redes sociales
1719,859291,redes sociales
1720,362092,marcha
1721,232104,redes sociales
1722,614719,redes sociales
1723,285369,redes sociales
1724,736763,redes sociales
1725,356232,redes sociales
1726,576320,redes sociales
1727,339479,redes sociales
1728,666243,redes sociales
1729,575585,marcha
1730,936738,redes sociales
1731,299844,marcha
1732,103968,redes sociales
1733,333998,redes sociales
1734,313425,marcha
1735,851609,marcha
1736,531011,redes sociales
1737,643775,redes sociales
1738,29036,redes sociales
1739,372015,marcha
1740,81971,redes sociales
1741,199803,redes sociales
1742,663112,redes sociales
1743,62120,marcha
1744,500479,redes sociales
1745,779016,redes sociales
1746,995110,redes sociales
1747,82222,redes sociales
1748,840367,redes sociales
1749,905558,marcha
1750,641789,marcha
1751,611033,marcha
1752,820355,marcha
1753,651404,redes sociales
1754,736551,marcha
1755,283866,marcha
1756,278839,redes sociales
1757,69098,marcha
1758,38613,marcha
1759,613560,redes sociales
1760,278609,marcha
1761,209169,redes sociales
1762,997548,marcha
1763,260806,marcha
1764,126580,redes sociales
1765,680881,redes sociales
1766,962961,marcha
1767,595430,redes sociales
1768,857648,redes sociales
1769,822737,marcha
1770,163581,redes sociales
1771,463301,marcha
1772,109197,marcha
1773,558695,marcha
1774,393720,redes sociales
1775,321241,marcha
1776,411277,marcha
1777,693966,redes sociales
1778,334480,marcha
1779,453619,marcha
1780,159807,marcha
1781,603137,marcha
1782,767307,marcha
1783,112048,redes sociales
1784,105663,redes sociales
1785,697324,marcha
1786,22829,redes sociales
1787,706539,marcha
1788,295888,marcha
1789,395653,redes sociales
1790,987927,marcha
1791,318392,marcha
1792,694888,marcha
1793,312611,redes sociales
1794,837670,marcha
1795,144191,marcha
1796,617629,redes sociales
1797,140923,redes sociales
1798,392001,marcha
1799,514697,marcha
1800,10750,redes sociales
1801,544086,marcha
1802,633487,marcha
1803,997270,marcha
1804,121109,marcha
1805,291292,redes sociales
1806,174948,redes sociales
1807,748054,marcha
1808,60380,redes sociales
1809,893584,redes sociales
1810,696011,redes sociales
1811,235566,marcha
1812,612504,marcha
1813,782443,marcha
1814,454293,marcha
1815,733847,marcha
1816,918758,redes sociales
1817,539410,redes sociales
1818,367953,marcha
1819,298949,redes sociales
1820,306597,marcha
1821,66501,redes sociales
1822,786634,marcha
1823,277553,marcha
1824,113323,redes sociales
1825,480183,redes sociales
1826,553540,marcha
1827,838540,marcha
1828,19239,redes sociales
1829,399707,redes sociales
1830,898552,marcha
1831,619190,redes sociales
1832,977827,redes sociales
1833,46276,redes sociales
1834,716924,marcha
1835,750862,marcha
1836,590103,marcha
1837,598873,marcha
1838,467350,marcha
1839,535570,marcha
1840,465749,marcha
1841,190358,redes sociales
1842,497516,redes sociales
1843,104686,marcha
1844,241241,redes sociales
1845,416118,redes sociales
1846,836992,marcha
1847,111730,marcha
1848,854462,redes sociales
1849,390522,marcha
1850,475558,marcha
1851,214661,marcha
1852,905455,marcha
1853,201300,redes sociales
1854,888517,redes sociales
1855,477713,marcha
1856,701796,redes sociales
1857,793818,marcha
1858,596928,marcha
1859,329307,redes sociales
1860,853006,redes sociales
1861,522022,redes sociales
1862,561283,redes sociales
1863,783073,marcha
1864,364847,redes sociales
1865,837082,redes sociales
1866,69214,redes sociales
1867,151733,redes sociales
1868,375913,marcha
1869,755515,marcha
1870,864823,marcha
1871,881450,marcha
1872,487437,redes sociales
1873,534620,marcha
1874,694124,redes sociales
1875,758550,marcha
1876,490829,redes sociales
1877,615685,redes sociales
1878,820725,redes sociales
1879,736210,redes sociales
1880,327675,marcha
1881,507993,redes sociales
1882,347613,marcha
1883,759476,marcha
1884,454957,redes sociales
1885,979457,marcha
1886,805140,redes sociales
1887,371536,marcha
1888,395077,redes sociales
1889,923876,redes sociales
1890,720964,marcha
1891,884070,redes sociales
1892,102520,marcha
1893,26257,marcha
1894,179564,redes sociales
1895,605490,marcha
1896,270882,marcha
1897,187959,redes sociales
1898,615488,redes sociales
1899,100794,redes sociales
1900,119688,marcha
1901,993591,redes sociales
1902,811804,marcha
1903,306990,redes sociales
1904,116095,redes sociales
1905,496677,marcha
1906,934029,redes sociales
1907,339124,redes sociales
1908,726600,redes sociales
1909,588132,redes sociales
1910,729466,redes sociales
1911,355598,marcha
1912,108853,marcha
1913,822449,marcha
1914,56413,redes sociales
1915,473554,marcha
1916,841225,redes sociales
1917,116668,redes sociales
1918,147491,redes sociales
1919,809547,marcha
1920,514953,redes sociales
1921,314954,marcha
1922,757952,redes sociales
1923,23473,redes sociales
1924,518566,marcha
1925,790293,marcha
1926,628739,marcha
1927,60809,marcha
1928,741973,marcha
1929,571437,redes sociales
1930,18074,marcha
1931,196865,redes sociales
1932,8639,marcha
1933,742651,marcha
1934,784198,redes sociales
1935,37695,redes sociales
1936,567010,marcha
1937,718565,redes sociales
1938,332681,marcha
1939,801130,marcha
1940,982564,redes sociales
1941,677084,marcha
1942,608200,marcha
1943,578174,redes sociales
1944,75520,marcha
1945,641353,redes sociales
1946,338110,marcha
1947,664920,redes sociales
1948,288036,redes sociales
1949,610495,redes sociales
1950,292874,marcha
1951,601708,redes sociales
1952,834310,redes sociales
1953,658233,redes sociales
1954,181689,marcha
1955,126372,redes sociales
1956,624487,redes sociales
1957,926220,marcha
1958,274072,redes sociales
1959,125148,redes sociales
1960,976562,redes sociales
1961,614428,redes sociales
1962,109190,marcha
1963,124954,marcha
1964,931234,marcha
1965,487315,redes sociales
1966,647433,redes sociales
1967,537351,marcha
1968,67655,redes sociales
1969,41822,marcha
1970,503582,marcha
1971,436011,redes sociales
1972,17447,redes sociales
1973,880587,redes sociales
1974,946758,marcha
1975,30802,redes sociales
1976,692324,marcha
1977,387115,redes sociales
1978,753529,redes sociales
1979,903950,marcha
1980,120360,marcha
1981,597809,redes sociales
1982,772871,marcha
1983,351433,marcha
1984,448605,redes sociales
1985,858820,marcha
1986,835955,redes sociales
1987,381360,redes sociales
1988,507380,marcha
1989,311475,marcha
1990,35477,marcha
1991,491052,redes sociales
1992,960080,marcha
1993,421269,marcha
1994,583064,redes sociales
1995,602913,redes sociales
1996,167153,redes sociales
1997,319083,redes sociales
1998,528323,redes sociales
1999,105294,redes sociales
2000,119622,redes sociales
2001,399353,redes sociales
2002,742915,redes sociales
2003,49277,redes sociales
2004,459232,redes sociales
2005,925201,redes sociales
2006,423902,redes sociales
2007,484880,marcha
2008,715473,redes sociales
