numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
47441-7383-NB,"Tootsie Roll Industries, Inc.",contaminacion de suelo,21.5,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",27/05/2015,La Union,en tramite
38134-8615-MK,Algorta,contaminacion del aire,18.26,Fusce consequat. Nulla nisl. Nunc nisl.,08/11/2016,Chonchi,en tramite
34535-21444-AL,El Morro,contaminacion del aire,16.27,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",11/10/2001,Panguipulli,en tramite
4969-92890-IE,"Ellie Mae, Inc.",contaminacion de la cadena trofica,49.11,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,20/06/2009,Chile Chico,en tramite
42776-48862-BA,PIMCO Dynamic Credit and Mortgage Income Fund,contaminacion del aire,38.71,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,22/09/1996,Pencahue,en tramite
57815-21806-NN,"Littelfuse, Inc.",contaminacion de suelo,21.72,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",29/02/2000,Villa Alemana,en tramite
95807-39882-EA,PowerShares Golden Dragon China Portfolio,contaminacion de la cadena trofica,0.12,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,25/08/2017,Loncoche,en tramite
28917-93426-IO,Punta de Lobos - Kanita,contaminacion de la cadena trofica,31.89,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,14/04/2019,Curaco de Velez,en tramite
33889-6137-IM,Punitaqui,contaminacion de la cadena trofica,22.34,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12/07/2009,Combarbala,en tramite
17642-79509-ME,Cabot Corporation,contaminacion de la cadena trofica,0.82,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,04/12/2009,Guaitecas,en tramite
12682-6172-OB,Clifton Bancorp Inc.,contaminacion del aire,8.76,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",26/04/1985,Pucon,en tramite
31323-76681-FM,Andacollo Oro,contaminacion de suelo,46.38,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,25/11/1999,Puren,en tramite
65200-74601-FD,Vina Concha Y Toro,contaminacion de suelo,11.87,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,29/12/2016,San Rosendo,en tramite
72886-77263-II,Nabriva Therapeutics AG,contaminacion de la cadena trofica,36.55,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,09/12/1998,Curacavi,en tramite
96790-38945-EA,Abeona Therapeutics Inc.,contaminacion del aire,35.43,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,20/06/1972,Pucon,en tramite
26132-30243-HN,VictoryShares US 500 Enhanced Volatility Wtd ETF,contaminacion del aire,43.42,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,17/11/1997,Puqueldon,en tramite
183-53239-EB,Navio,contaminacion de suelo,8.97,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,09/11/1995,Placilla,en tramite
62248-78435-MK,SQM - Yumbes,contaminacion del aire,19.49,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",26/04/2006,Punitaqui,en tramite
379-92160-JE,Georgia Power Company,contaminacion del aire,47.86,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",06/02/1997,Pedro Aguirre Cerda,en tramite
39629-99548-ID,Andacollo Cobre,contaminacion del aire,15.43,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,01/01/1986,Frutillar,en tramite
49587-38492-AD,Punitaqui,contaminacion del aire,9.52,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",01/07/1990,Lumaco,en tramite
77830-17261-AG,Pupunahue,contaminacion del aire,12.73,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,09/11/2015,Purranque,en tramite
19679-2578-IB,SQM - Yumbes,contaminacion de la cadena trofica,37.39,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,28/10/2009,Pucon,en tramite
45717-64384-GE,"UMH Properties, Inc.",contaminacion de suelo,16.28,Phasellus in felis. Donec semper sapien a libero. Nam dui.,27/11/1985,Penalolen,en tramite
74850-85102-JH,First Trust Nasdaq Retail ETF,contaminacion del aire,36.95,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,16/11/1994,Castro,en tramite
61991-14342-JD,First Trust Multi-Asset Diversified Income Index Fund,contaminacion del aire,46.57,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",14/03/2011,Teodoro Schmidt,en tramite
98892-54684-KE,"Western New England Bancorp, Inc.",contaminacion de suelo,6.98,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,18/07/2009,Combarbala,en tramite
52180-51755-OL,Eagle Bulk Shipping Inc.,contaminacion de la cadena trofica,3.68,Fusce consequat. Nulla nisl. Nunc nisl.,22/10/2002,Coquimbo,en tramite
59786-86883-MB,Toll Brothers Inc.,contaminacion de suelo,42.26,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,11/06/2010,Estacion Central,en tramite
11692-49599-EA,Carvana Co.,contaminacion de la cadena trofica,7.35,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",19/02/2015,Florida,en tramite
44764-24421-FJ,"FSB Bancorp, Inc.",contaminacion del aire,34.71,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",21/05/2015,Chillan,en tramite
5984-71414-FO,Eaton Vance Corporation,contaminacion del aire,21.2,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,09/07/1994,Cobquecura,en tramite
58425-27924-AB,Incyte Corporation,contaminacion de suelo,32.61,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",25/06/2008,Vicuna,en tramite
98541-33437-GD,VictoryShares US 500 Enhanced Volatility Wtd ETF,contaminacion del aire,24.79,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",08/10/1982,Teno,en tramite
78391-81266-OB,Choquelimpie,contaminacion del aire,18.72,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",21/12/2016,La Reina,en tramite
55742-61902-DO,"Nustar GP Holdings, LLC",contaminacion de la cadena trofica,30.23,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",02/06/2014,Concon,en tramite
89983-96348-DB,"Avenue Therapeutics, Inc.",contaminacion del aire,23.11,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,04/08/2011,Florida,en tramite
70438-87893-EM,Ojos del Salado,contaminacion del aire,47.05,Fusce consequat. Nulla nisl. Nunc nisl.,01/06/2009,Constitucion,en tramite
93353-20501-AB,"HD Supply Holdings, Inc.",contaminacion de suelo,21.84,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,03/01/2001,O'Higgins,en tramite
68709-17669-II,Cambrex Corporation,contaminacion de suelo,22.4,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,17/03/2009,San Clemente,en tramite
66055-85336-ED,Park-Ohio Holdings Corp.,contaminacion de la cadena trofica,2.45,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,05/06/2012,Panguipulli,en tramite
66706-39380-MO,PowerShares KBW High Dividend Yield Financial Portfolio,contaminacion de suelo,28.31,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",15/05/2016,Isla de Maipo,en tramite
86519-36795-HK,SQM - Pampa Blanca,contaminacion de suelo,12.21,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",23/09/2004,San Felipe,en tramite
22411-15947-FB,Catamutun,contaminacion de la cadena trofica,29.48,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",28/03/2008,Puren,en tramite
8058-42696-HO,Nuveen Energy MLP Total Return Fund,contaminacion del aire,21.8,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,24/04/1979,Coelemu,en tramite
29773-34964-IA,Isla Guarello,contaminacion de suelo,25.85,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",15/06/1974,Maule,en tramite
24797-33266-GO,"Franklin Financial Network, Inc.",contaminacion de suelo,5.8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",23/05/1999,Lo Prado,en tramite
82746-44644-ID,Chimborazo,contaminacion de suelo,40.46,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",04/03/2013,Palmilla,en tramite
50839-829-JE,Westpac Banking Corporation,contaminacion de la cadena trofica,34.5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",23/12/1974,Tortel,en tramite
19292-66392-BG,Abeona Therapeutics Inc.,contaminacion de suelo,30.56,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,07/04/1983,Santa Maria,en tramite
31042-98887-HB,SQM - Nueva Victoria,contaminacion de suelo,12.65,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",27/10/2009,Ollagüe,en tramite
48157-13557-DI,Haldeman - Sagasca,contaminacion de la cadena trofica,44.12,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,25/06/2017,Panquehue,en tramite
31567-2155-HF,"Ellie Mae, Inc.",contaminacion de suelo,37.81,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",24/02/2006,Curanilahue,en tramite
9934-82928-AG,"Spark Energy, Inc.",contaminacion de la cadena trofica,48.6,Phasellus in felis. Donec semper sapien a libero. Nam dui.,29/05/2018,Chanaral,en tramite
47152-53486-NH,Container Store (The),contaminacion del aire,29.77,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,07/11/2006,Quinchao,en tramite
21179-49934-JB,Neff Corporation,contaminacion de suelo,1.96,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,20/08/1977,Putaendo,en tramite
77698-10226-BE,Quiborax - Ascotan,contaminacion de la cadena trofica,13.85,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",18/02/2010,Pirque,en tramite
47965-12339-DL,El Soldado,contaminacion de suelo,2.55,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",25/11/2013,Hijuelas,en tramite
29964-93594-BE,"Argos Therapeutics, Inc.",contaminacion del aire,29.66,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",06/12/2018,Panguipulli,en tramite
60851-54517-MN,San Geronimo,contaminacion de suelo,27.75,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",22/02/2000,Hualpen,en tramite
83802-5881-LK,"AMC Entertainment Holdings, Inc.",contaminacion del aire,20.03,Fusce consequat. Nulla nisl. Nunc nisl.,28/10/2005,Alto Biobio,en tramite
46735-15108-IN,Pirquitas,contaminacion de suelo,42.11,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",13/04/2009,Chile Chico,en tramite
95730-41642-GO,Unisys Corporation,contaminacion del aire,43.53,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",21/04/1958,Tocopilla,en tramite
75993-43940-EE,Radomiro Tomic,contaminacion del aire,26.33,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",11/01/2016,Laguna Blanca,en tramite
46482-41469-HG,"Apple Hospitality REIT, Inc.",contaminacion del aire,27.28,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,24/03/2016,Pelarco,en tramite
93803-16650-OH,"Delcath Systems, Inc.",contaminacion de suelo,30.69,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,19/05/1993,Talca,en tramite
96551-10605-OL,"Xenia Hotels & Resorts, Inc.",contaminacion del aire,6.71,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,23/12/1958,Las Cabras,en tramite
89274-86339-GG,Kamada Ltd.,contaminacion del aire,48.93,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,19/02/2014,Perquenco,en tramite
14874-85789-MD,Great Plains Energy Inc,contaminacion de suelo,10.66,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,12/04/1963,Rio Verde,en tramite
17084-2167-NO,"Franklin Financial Network, Inc.",contaminacion del aire,13.67,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",13/09/2016,Mulchen,en tramite
31839-75713-JA,Haldeman - Sagasca,contaminacion de suelo,19.39,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,18/01/1986,Arauco,en tramite
56824-95547-LB,"LM Funding America, Inc.",contaminacion de la cadena trofica,8.83,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",31/05/1966,Primavera,en tramite
63450-37416-KN,EQT Corporation,contaminacion del aire,7.41,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,07/11/1990,Talca,en tramite
65059-55517-BO,Ministro Hales,contaminacion de la cadena trofica,25.96,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",30/11/2001,Casablanca,en tramite
51386-94542-JH,Isla Riesco,contaminacion del aire,25.41,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",21/01/2004,Quilaco,en tramite
18530-47923-EB,ENGlobal Corporation,contaminacion de la cadena trofica,34.27,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/06/1968,Codegua,en tramite
29362-24578-DL,Zion Oil & Gas Inc,contaminacion de la cadena trofica,36.38,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",17/05/2014,Molina,en tramite
92302-99582-BB,Global Partner Acquisition Corp.,contaminacion del aire,14.53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",23/09/1976,Peralillo,en tramite
24267-28191-LI,"Commercial Vehicle Group, Inc.",contaminacion de la cadena trofica,35.48,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",29/06/1994,Nogales,en tramite
45195-42798-GO,Novanta Inc.,contaminacion de la cadena trofica,38.73,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,21/03/1978,Canete,en tramite
52726-22599-NM,Dynatronics Corporation,contaminacion de la cadena trofica,32.24,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",02/11/1967,Illapel,en tramite
